Image Path,Conditional Caption,Unconditional Caption
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-16.jpg,a drawing of a man driving a car,a drawing of a man driving a car
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-17.jpg,a drawing of a man in a car,a drawing of a man in a car
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-18.jpg,a drawing of a truck in the middle of a road,a drawing of a truck in the middle of a road
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-19.jpg,a drawing of a car driving down a street,a drawing of a car driving down a street
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-20.jpg,a drawing of a man driving a car,a drawing of a man driving a car
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-21.jpg,a drawing of a room with a chair and a table,a drawing of a room with a chair and a table
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-22.jpg,a drawing of a car driving through a tunnel,a drawing of a car driving through a tunnel
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-23.jpg,a drawing of a car driving down a street,a drawing of a car driving down a street
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-24.jpg,a drawing of a car with the sun shining through the windshield,a drawing of a car with the sun shining through the windshield
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-25.jpg,a drawing of a man in a car,a drawing of a man in a car
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-26.jpg,a drawing of a group of people,a drawing of a group of people
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-27.jpg,a drawing of a man with his hands up,a drawing of a man with his hands up
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-28.jpg,a drawing of a car with a steering,a drawing of a car with a steering
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-29.jpg,a drawing of a car that is crashing into a building,a sketch of a car that is crashing into a building
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-30.jpg,a drawing of a man in a room,a drawing of a man in a room
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-31.jpg,a drawing of a man in a suit,a drawing of a man in a suit
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-32.jpg,a drawing of a bus on the road,a drawing of a bus on the road
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-33.jpg,a drawing of a man in a suit,a drawing of a man in a suit
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-34.jpg,a drawing of a truck driving down a hill,a drawing of a truck driving down a hill
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-35.jpg,a drawing of a man sitting on a bench,a drawing of a man sitting on a bench
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-36.jpg,a drawing of a train car,a drawing of a train car
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-37.jpg,a drawing of a man in a car,a drawing of a man in a car
/root/text2storyboard/dataset/film_storyboard/HEURE-DE-LA-SORTIE/HEURE-DE-SORTIE-38.jpg,a drawing of a man and woman in a room,a drawing of a man and woman in a room
